HOSP_ID,HOSPITAL_NAME,FIRM_TYPE,HOSPITAL_TYPE,ADDRESS,ADDRESS1,CITY,STATE,ZIP_CODE,PHONE,COUNTY,WEBSITE,HOSPITAL_OWNERSHIP,STATUS,NUMBER_BEDS,EST_READMISSION_PENALTY_FY2015,READMISSION_RATE_PENALTY_FY_2014,EST_READMISSION_PENALTY_FY2014,READMISSION_RATE_PENALTY_FY_2013,DATE_FISCAL_YEAR_END,TOT_PATIENT_REVENUE,INPATIENT_REVENUE,OUTPATIENT_REVENUE,PATIENT_DISCOUNTS,NET_PATIENT_REVENUE,NET_MEDICARE_REVENUE,NET_MEDICAID_REVENUE,PCT_PATIENT_DISCOUNTS,TOT_SALARIES,TOTAL_CONTRACT_LABOR,LABOR_COMP_RATIO,NET_INCOME,NUMBER_EMPLOYEES,NUMBER_AFFILIATED_PHYSICIANS,AVERAGE_LENGTH_OF_STAY,BED_UTILIZATION,AVG_DAILY_CENSUS,TOTAL_DAYS,INPATIENT_PART_C_DAYS,BIRTHS,TOTAL_ER_VISITS,PCT_MEDICARE_ER_ADMITTED,OUTPATIENT_SURGERIES,INPATIENT_SURGERIES,TOT_SURGERIES,LATITUDE,LONGITUDE
10062,Flowers Hospital,Hospital,Short Term Acute Care Hospital,4370 West Main Street,,Dothan,AL,36305,334.793.5000,AL - Houston,www.flowershospital.com,Proprietary - Corporation,Active,235,67855.0094,-4.50E-03,187972.3523,-4.00E-04,30-Sep,1162632714,535457034,707328440,1082679856,194069068,52335728,9221747,0.9312,51844888,261596,0.26888135,-17605112,1114,190,4.681457704,0.515818686,121.2173913,49586,2472,1430,39440.34,0.306995721,9496,7559,13352,31.2287,-85.4374
10063,Southeast Alabama Medical Center,Hospital,Short Term Acute Care Hospital,1108 Ross Clark Circle,,Dothan,AL,36302,334.793.8111,AL - Houston,www.samc.org,Governmental - County,Active,398,217936.4993,0,0,0,30-Sep,1451185686,702457034,748728652,1160975767,290209919,103046252,21186859,0.8,136034568,257569,0.511698578,1125576,2405,253,5.134620585,0.656872685,261.4353288,94934,7545,1559,61353,0.387835964,16228,6230,21073,31.2154,-85.3612
10064,Highlands Medical Center,Hospital,Short Term Acute Care Hospital,380 Woods Cove Road,,Scottsboro,AL,35768,256.259.4444,AL - Jackson,www.highlandsmedcenter.com/,Governmental - Other,Active,92,70261.77463,-5.30E-03,47169.33328,-6.60E-03,30-Sep,107529581,43537572,63992009,67919657,39609924,12882780,6423789,0.6316,19944458,401890,0.657468795,237954,395,63,3.534081346,0.192973409,32.80547945,12599,455,271,20954.24151,0.228736089,2053,343,2396,34.6618,-86.0466
10065,St Vincents Hospital - Birmingham,Hospital,Short Term Acute Care Hospital,810 St Vincents Drive,,Birmingham,AL,35205,205.939.7000,AL - Jefferson,www.stvhs.com/birmingham/default.asp,Voluntary Nonprofit - Church,Active,442,886419.6264,-2.50E-03,150246.3241,-3.10E-03,30-Jun,1588810618,687530252,901280366,1233397448,355413170,75733296,8088754,0.7763,100941424,1112364,0.287447542,31072868,1855,369,5.3527897,0.611361805,270.2219178,106012,18294,3209,49536.3,0.375521144,18502,27864,26977,33.5091,-86.7894
10066,Princeton Baptist Medical Center,Hospital,Short Term Acute Care Hospital,701 Princeton Avenue Southwest,,Birmingham,AL,35211,205.783.3800,AL - Jefferson,www.bhsala.com/princeton/home.aspx,Voluntary Nonprofit - Church,Active,276,0,-2.60E-03,117173.4153,0,31-Dec,1353936898,875349646,478587252,1145733153,208203745,65856502,15434219,0.8462,66176600,2979191,0.393732903,12280952,1266,206,5.63775059,0.735632755,203.0346403,76493,20586,375,44173.67234,0.376857491,11720,4277,15997,33.4995,-86.8451
10067,Trinity Medical Center,Hospital,Short Term Acute Care Hospital,800 Montclair Rd,,Birmingham,AL,35213,205.592.1000,AL - Jefferson,www.trinitymedicalonline.com,Proprietary - Corporation,Active,340,169221.5305,-6.00E-04,24483.28183,-5.00E-04,30-Jun,1647565829,904445612,743120217,1413961164,233604665,51687191,11971424,0.8582,65703845,280147,0.283453714,3801506,1260,213,5.961742632,0.513102337,174.4547945,65138,11912,635,27883.74,0.421416597,6800,7104,10349,33.5143,-86.7481
10068,St Vincents East,Hospital,Short Term Acute Care Hospital,50 Medical Park East Drive,,Birmingham,AL,35235,205.838.3000,AL - Jefferson,www.stvhs.com/east/default.asp,Voluntary Nonprofit - Church,Active,313,126401.7653,-1.00E-04,3716.541537,-4.80E-03,30-Jun,1002699704,542457672,460242032,814686356,188013348,47868499,11610635,0.8124,69871531,887409,0.37635062,-10338379,1136,195,5.539342298,0.708766248,221.8438356,83212,18506,743,47665.71024,0.350493144,6029,11409,9708,33.6063,-86.6833
10069,Callahan Eye Foundation Hospital,Hospital,Short Term Acute Care Hospital,1720 University Blvd,,Birmingham,AL,35233,205.325.8100,AL - Jefferson,www.uabmedicine.org/careers/callahan-eye-foundation,Voluntary Nonprofit - Other,Active,12,0,0,0,0,30-Sep,118836912,1233060,117603852,82448364,36388548,9368053,1044188,0.6937,10169158,645787,0.362124919,7524985,147,92,3.298245614,4.29E-02,0.515068493,188,12,,2816.483633,1.65E-02,6199,64,6263,33.5028,-86.8031
10070,Helen Keller Memorial Hospital,Hospital,Short Term Acute Care Hospital,1300 South Montgomery Avenue,,Sheffield,AL,35660,256.386.4196,AL - Colbert,www.helenkeller.com,Governmental - County,Active,185,20790.12819,-1.00E-04,1959.012612,-1.80E-03,30-Sep,373183162,131354958,241828204,304184782,68998380,31344293,11224320,0.8151,27834385,64739,0.513020407,-2788166,633,92,4.155429594,0.370796001,68.59726027,27858,840,1039,38606.90303,0.263525906,6168,2183,7724,34.7466,-87.6989
10071,University Of Alabama Birmingham Hospital,Hospital,Short Term Acute Care Hospital,1802 6th Avenue South,,Birmingham,AL,35233,205.934.4011,AL - Jefferson,www.health.uab.edu/,Governmental - State,Active,991,831877.7535,-2.50E-03,332585.362,-1.70E-03,30-Sep,5175425934,3239529255,1935896679,3658729855,1516696079,297096496,178151856,0.7069,466491041,1390123,0.309598589,63267000,7835,994,7.203530349,0.778369711,771.3643836,289337,27773,1168,75751.98447,0.462688663,26560,22586,42000,33.5034,-86.8073
10072,Medical West An Affiliate Of UAB Health System,Hospital,Short Term Acute Care Hospital,995 9th Avenue Southwest,,Bessemer,AL,35021,205.481.7000,AL - Jefferson,www.health.uab.edu/11263/medical_west/,Voluntary Nonprofit - Other,Active,187,62396.07076,-1.10E-03,17354.94176,-3.80E-03,31-Dec,480646183,245877887,234768296,333566712,147079471,19312535,17695596,0.6939,42703814,380966,0.356821558,1111922,838,95,4.869313482,0.496287618,92.80578458,35322,,623,44104.8,0.299250046,3696,1481,5177,33.3724,-86.9914
10073,Birmingham VA Medical Center,Hospital,VA Hospital,700 South 19th Street,,Birmingham,AL,35233,205.933.8101,AL - Jefferson,www.birmingham.va.gov/,Governmental - Federal,Active,479,,,,,,,,,,,,,,,,,,,,,,,,,,11902.38,,,1689,,33.505,-86.8011
10074,Cooper Green Mercy Hospital (Closed 2013 - Now Outpatient Clinic),Hospital,Short Term Acute Care Hospital,1515 6th Avenue South,,Birmingham,AL,35233,205.930.3200,AL - Jefferson,www.coopergreenmercyhospital.org,,Closed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33.5034,-86.8073
10075,Brookwood Medical Center,Hospital,Short Term Acute Care Hospital,2010 Brookwood Medical Center Drive,,Birmingham,AL,35209,205.877.1000,AL - Jefferson,www.bwmc.com/en-us/pages/default.aspx,Proprietary - Corporation,Active,468,180306.399,-4.00E-04,21905.57099,0,31-Dec,3168256092,1923084107,1245171985,2826691503,341564589,65195154,31306064,0.8921,104335912,,0.307229515,18204496,1400,296,4.533383877,0.47547711,222.5232877,89693,11263,3683,48063.68793,0.503298549,11366,8397,16595,33.4629,-86.7773
10076,UAB Highlands,Hospital,Short Term Acute Care Hospital,1201 11th Avenue South,,Birmingham,AL,35205,205.930.7000,AL - Jefferson,www.health.uab.edu/11263/highlands/,Governmental - State,Active,73,,,,,29-Sep,288781963,116915167.5,171866795.5,210334616.4,78447346.69,13043300.24,,0.7283,25631373.86,734579.0744,0.366719477,-8209356.176,458,,3.426211454,0.468312509,34.18681319,12478.28099,2039.6,,,,,0,0,33.4948,-86.8084
10077,Eliza Coffee Memorial Hospital,Hospital,Short Term Acute Care Hospital,205 Marengo Street,,Florence,AL,35631,256.768.9191,AL - Lauderdale,www.chgroup.org,Proprietary - Corporation,Active,358,0,0,0,0,30-Jun,720463113,407948872,312514241,583401217,137061896,57207931,335650,0.8097,46074385,651472,0.397204946,9483597,974,180,4.808809826,0.413178235,147.9178082,56768,2461,987,43265.34,0.336699133,4211,2810,7021,34.7951,-87.6851
10078,Lawrence Medical Center,Hospital,Short Term Acute Care Hospital,202 Hospital Street,,Moulton,AL,35650,256.974.2200,AL - Lawrence,www.hhsys.org/,Proprietary - Corporation,Active,43,10235.76823,-2.10E-03,7500.543562,-1.00E-02,30-Sep,40263785,12103446,28160339,27871532,12392253,4503267,2376060,0.6922,6719960,,0.543159908,-275326,142,18,5.073817762,0.280280344,12.05205479,4399,23,,8303.1214,0.165932452,386,17,392,34.483,-87.286
10079,East Alabama Medical Center,Hospital,Short Term Acute Care Hospital,2000 Pepperell Parkway,,Opelika,AL,36801,334.749.3411,AL - Lee,www.eamc.org,Voluntary Nonprofit - Other,Active,266,318354.9554,-5.10E-03,242953.8771,-6.40E-03,30-Sep,609964394,248448848,361515546,354571167,255393227,78775486,24299122,0.5812,104712213,324609,0.50983825,17651523,2157,256,4.414092899,0.699093624,185.9589041,72603,3684,1598,46668.76051,0.247812818,15075,3987,20320,32.638,-85.4098
10080,Athens - Limestone Hospital,Hospital,Short Term Acute Care Hospital,700 West Market Street,,Athens,AL,35611,256.233.9292,AL - Limestone,www.athenslimestonehospital.com/,Governmental - City-County,Active,101,10206.6377,0,0,-4.00E-04,30-Jun,199187633,69023792,130163841,149834414,49353219,17157600,5800206,0.7522,19591380,1836636,0.522302527,3087153,451,72,3.661351737,0.392458972,39.63835616,15385,481,398,29466.16021,0.235034657,2711,1170,3500,34.8036,-86.9773
10081,Huntsville Hospital,Hospital,Short Term Acute Care Hospital,101 Sivley Road,,Huntsville,AL,35801,256.265.1000,AL - Madison,www.huntsvillehospital.org,Governmental - Other,Active,839,29540.89648,0,0,0,30-Jun,3985663602,2037571679,1948091923,3261194219,724469383,225088975,71339997,0.8182,322872807,3770840,0.505476838,64879054,5104,737,4.689665945,0.651182915,546.3424658,210158,12761,4670,136462.4992,0.362936079,44014,15560,59574,34.7215,-86.5799
10082,Crestwood Medical Center,Hospital,Short Term Acute Care Hospital,One Hospital Dr SE,,Huntsville,AL,35801,256.429.4000,AL - Madison,www.crestwoodmedcenter.com,Proprietary - Corporation,Active,147,254254.3594,-4.00E-04,12645.13695,-2.00E-04,30-Jun,1315160522,623878641,691281881,1125729577,189430945,41339758,4862433,0.8559,45167423,237405,0.240492513,11424978,777,151,4.030409474,0.720175193,105.8657534,40159,1821,660,42556.44,0.26789496,12164,4892,15233,34.6928,-86.5718
10083,Bryan W Whitfield Memorial Hospital,Hospital,Short Term Acute Care Hospital,105 Highway 80 East,,Demopolis,AL,36732,334.289.4000,AL - Marengo,www.bwwmh.com/bwwmh.html,Governmental - City-County,Active,89,10332.85542,-3.20E-03,20190.94936,-2.80E-03,30-Sep,65013399,26810802,38202597,41490599,23522800,7206720,5219430,0.6381,11708890,179567,0.621881876,-2083398,230,31,4.362685967,0.333087739,29.64480874,10850,6,227,9683.959865,0.207932692,629,359,811,32.5037,-87.8371
10084,Northwest Medical Center,Hospital,Short Term Acute Care Hospital,1530 U S Highway 43,,Winfield,AL,35594,205.487.7000,AL - Marion,www.northwestmedcenter.net/,Proprietary - Corporation,Active,61,14144.86395,-3.80E-03,21063.21648,-5.30E-03,30-Apr,101089856,32365226,68724630,79077875,22011981,7083401,2118351,0.7822,9729352,783656,0.543137576,-4326254,180,33,3.878661088,0.249809117,15.23835616,5562,103,,12432.78,0.229063321,1765,313,1907,33.9302,-87.8248
10085,North Mississippi Medical Center - Hamilton,Hospital,Short Term Acute Care Hospital,1256 Military Street South,,Hamilton,AL,35570,205.921.6200,AL - Marion,www.nmhs.net/hamilton/,Voluntary Nonprofit - Other,Active,36,0,-2.00E-04,450.8970098,-8.50E-03,30-Sep,55322335,16218388,39103947,37445810,17876525,2304561,902588,0.6768,7285204,,0.531549169,-3299634,108,16,7.317241379,0.161491629,5.81369863,2122,51,,10128.16225,0.156976744,537,71,550,34.1267,-87.9897
10086,Marshall Medical Center North,Hospital,Short Term Acute Care Hospital,8000 Alabama Highway 69,,Guntersville,AL,35976,256.571.8000,AL - Marshall,www.mmcenters.com/facilities/mmc_north.php,Governmental - County,Active,,,-2.80E-03,39.27607313,-6.00E-04,,,,,,,,,,,,,,,,,,,,,304,31791.36,0,3422,768,3422,34.3636,-86.4204
10087,Marshall Medical Center South,Hospital,Short Term Acute Care Hospital,2505 U S Highway 431 North,,Boaz,AL,35957,256.593.8310,AL - Marshall,www.mmcenters.com/facilities/mmc_south.php,Governmental - County,Active,204,189295.7129,0,0,0,30-Sep,454454041,121342650,333111391,319866891,134587150,42424449,13852157,0.7038,51692754,2353940,0.49768972,2943592,1074,133,4.241722229,0.4772361,97.35616438,37535,1910,733,43645.8,0.209628952,7514,1184,9249,34.193,-86.1483
10088,University Of South Alabama Medical Center,Hospital,Short Term Acute Care Hospital,2451 Fillingim Street,,Mobile,AL,36617,251.471.7000,AL - Mobile,www.southalabama.edu/usamc/,Governmental - State,Active,136,0,0,0,0,30-Sep,348119160,191828447,156290713,211571350,136547810,36034530,38931790,0.6077,75634506,790080,0.560361063,1355098,1408,139,6.379209845,0.793674456,107.939726,39398,3441,,30169.56,0.30488289,3638,3711,6076,30.7083,-88.0993
10089,Providence Hospital,Hospital,Short Term Acute Care Hospital,6801 Airport Boulevard,,Mobile,AL,36608,251.633.1000,AL - Mobile,www.providencehospital.org,Voluntary Nonprofit - Other,Active,349,401034.1493,-9.00E-04,37314.68704,-1.00E-04,30-Jun,771353373,405753677,365599696,566565335,204788038,56512018,11214303,0.7345,67363356,4485415,0.391392582,25287410,1766,226,5.556855601,0.587989167,205.2082192,79313,12804,1918,42497.54874,0.365287327,9359,4403,14577,30.6825,-88.1992
10090,Mobile Infirmary,Hospital,Short Term Acute Care Hospital,5 Mobile Infirmary Circle,,Mobile,AL,36652,251.435.2400,AL - Mobile,www.mimc.com,Voluntary Nonprofit - Other,Active,615,773924.0598,-3.30E-03,261738.2835,-5.80E-03,31-Mar,1093313436,740978806,352334630,696186725,397126711,92362861,47678038,0.6367,109515539,2597304,0.344979432,35392844,2098,324,5.275634499,0.61272302,376.8246575,139894,27335,1023,26975.94,0.571177323,17986,8745,25246,30.6967,-88.0787
10091,Springhill Medical Center,Hospital,Short Term Acute Care Hospital,3719 Dauphin Street,,Mobile,AL,36608,251.344.9630,AL - Mobile,www.springhillmedicalcenter.com,Proprietary - Corporation,Active,184,222078.8091,-2.70E-03,65229.36348,-6.40E-03,31-Dec,513865282,258781185,255084097,356479841,157385441,32954899,4578054,0.6937,41858447,1883718,0.340051479,3693647,920,142,5.11727499,0.708680762,130.3972603,49351,11782,649,35820.12633,0.363147605,8518,2051,11143,30.6857,-88.1355
10092,University Of South Alabama Childrens & Womens Hospital,Hospital,Childrens Hospital,1700 Center Street,,Mobile,AL,36604,251.415.1000,AL - Mobile,www.southalabama.edu/usacwh/about.html,Governmental - State,Active,271,,,,,30-Sep,219808672,172234857,47573815,113949774,105858898,697640,,0.5184,,,4.09E-04,-9126032,957,35,6.597806789,0.588394076,159.4547945,63174,29,2719,36273.24,4.65E-02,23895,1393,24285,30.6963,-88.0767
10093,Infirmary West (Closed October 2012),Hospital,Short Term Acute Care Hospital,5600 Girby Rd,,Mobile,AL,36693,251.660.5120,AL - Mobile,www.infirmarywest.org/,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30.6185,-88.1668
10094,Monroe County Hospital,Hospital,Short Term Acute Care Hospital,2016 South Alabama Avenue,,Monroeville,AL,36461,251.575.3111,AL - Monroe,www.mchcare.com,Governmental - County,Active,49,0,-1.80E-03,4553.17528,-4.80E-03,30-Sep,69629599,10045790,59583809,50663540,18966059,6143995,2169654,0.7276,8645613,,0.539622649,1478745,167,19,3.298678414,0.181716522,8.904109589,3744,116,214,14981.53697,0.114380066,1253,86,1370,31.4891,-87.3234
10095,Baptist Medical Center East,Hospital,Short Term Acute Care Hospital,400 Taylor Road,,Montgomery,AL,36117,334.244.8330,AL - Montgomery,www.baptistfirst.org/facilities/baptist-medical-center-east/default.aspx,Voluntary Nonprofit - Other,Active,149,55417.24768,-1.20E-03,15114.5918,-3.60E-03,30-Jun,451269982,239106790,212163192,339296414,111973568,21676852,14904828,0.7518,39447146,791099,0.396358576,16769447,897,104,5.125517813,0.777217983,115.8054795,49492,695,3140,42350.4,0.328563858,5031,1533,6891,32.3821,-86.1722
10096,Central Alabama Veterans Health Care System - West Campus,Hospital,VA Hospital,215 Perry Hill Road,,Montgomery,AL,36109,800.214.8387,AL - Montgomery,www.centralalabama.va.gov/,Governmental - Federal,Active,285,,,,,,,,,,,,,,,,,,,,,,,,,,9969.48,,,251,,32.3794,-86.2469
10097,Baptist Medical Center South,Hospital,Short Term Acute Care Hospital,2105 East South Boulevard,,Montgomery,AL,36116,334.288.2100,AL - Montgomery,www.baptistfirst.org/facilities/baptist-medical-center-south/default.aspx,Governmental - Hospital District,Active,363,312327.1773,-2.70E-03,126803.6224,-7.50E-03,30-Jun,1240877596,629177158,611700438,896927081,343950515,102226354,46134993,0.7228,88658384,4094426,0.293566073,33446439,1919,240,5.018080125,0.568519567,206.3726027,77158,2618,796,59913.78,0.43754504,15259,5338,20597,32.3271,-86.2712
10098,Jackson Hospital,Hospital,Short Term Acute Care Hospital,1725 Pine Street,,Montgomery,AL,36106,334.293.8000,AL - Montgomery,www.jackson.org,Voluntary Nonprofit - Other,Active,255,164205.5893,-6.00E-04,22297.24278,-1.90E-03,31-Dec,726715992,426724655,299991337,546737050,179978942,50349628,15809474,0.7523,61467415,3746042,0.418195558,6621552,1230,189,4.628991906,0.638581789,162.8383562,62908,9532,1509,38528.20231,0.459141982,5396,4950,9415,32.3664,-86.2862
10099,Hartselle Medical Center (Closed 1/31/2012),Hospital,Short Term Acute Care Hospital,201 Pine Street Northwest,,Hartselle,AL,35640,256.773.6511,AL - Morgan,www.hartsellemedicalcenter.com/,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,34.446,-86.9357
10100,Decatur Morgan Hospital - Decatur Campus (FKA Decatur General Hospital),Hospital,Short Term Acute Care Hospital,1201 7th Street SE,,Decatur,AL,35609,256.341.2000,AL - Morgan,www.decaturgeneral.org,Governmental - City-County,Active,227,98024.27974,-1.00E-04,2577.961252,-3.10E-03,31-Mar,322427673,159455950,162971723,221293747,101133926,35348613,7351047,0.6863,45268060,,0.537085834,-567668,920,171,4.434344386,0.543600266,123.3972603,47075,1587,517,45705.73725,0.294688458,3494,2672,5705,34.5911,-86.9727
10101,Decatur Morgan Hospital - Parkway Medical Center Campus,Hospital,Short Term Acute Care Hospital,1874 Beltline Rd,,Decatur,AL,35601,256.350.2211,AL - Morgan,www.parkwaymedicalcenter.com/,Governmental - City-County,Active,120,30022.40878,-9.30E-03,66102.29131,-5.30E-03,31-Dec,186632682,55669647,130963035,157712532,28920150,6348995,1978143,0.845,9748877,69227,0.384381997,-103038,213,19,3.8,0.135342466,16.24109589,5928,246,,22174.68722,0.158117847,1712,105,1817,34.5758,-87.017
10102,Pickens County Medical Center,Hospital,Short Term Acute Care Hospital,241 Robert K Wilson Dr.,,Carrollton,AL,35447,205.367.8111,AL - Pickens,www.dchsystem.com/body.cfm?id=37201,Governmental - County,Active,40,11109.00122,-1.00E-03,2842.592756,-1.10E-03,30-Sep,35763171,10488365,25274806,19066433,16696738,3878770,2124226,0.5331,7673286,,0.56125448,-2664394,122,15,4.584589615,0.187465753,7.498630137,2737,,,13920.91894,0.120376379,551,46,597,33.2618,-88.095
10103,Troy Regional Medical Center,Hospital,Short Term Acute Care Hospital,1330 Highway 231 South,,Troy,AL,36081,334.670.5000,AL - Pike,www.troymedicalcenter.com,Governmental - City-County,Active,97,21910.91438,-1.14E-02,49180.28143,-1.00E-02,31-Dec,119851249,35802833,84048416,84204686,35646563,6017593,2636700,0.7025,13649699,210210,0.389379279,419082,235,30,3.095238095,0.139528315,13.53424658,4940,409,,15712.53501,0.166360294,845,343,1188,31.7809,-85.9476
10104,Randolph Medical Center (Closed March 2011),Hospital,Critical Access Hospital,59928 Highway 22   P O Box 670,,Roanoke,AL,36274,334.863.4111,AL - Randolph,www.randolphmc.org/,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1591,-85.3925
10105,Wedowee Hospital (closing 2015),Hospital,Short Term Acute Care Hospital,209 North Main Street,,Wedowee,AL,36278,256.357.2111,AL - Randolph,www.wedoweehospital.org/,,Active,,15883.626,-1.34E-02,20472.39819,-7.30E-03,,,,,,,,,,,,,,,13,,,,,,,8026.135307,0.170643854,380,2,380,33.3164,-85.4874
10106,Jack Hughston Memorial Hospital,Hospital,Short Term Acute Care Hospital,4401 River Chase Drive,,Phenix City,AL,36867,334.732.3000,AL - Russell,www.hughston.com/default.asp,Proprietary - Partnership,Active,66,3713.961416,-2.00E-04,2676.18215,0,31-Dec,145119085,95146309,49972776,95584270,49534815,13429579,1088936,0.6586,12971469,360844,0.310870486,3123958,256,51,3.097808442,0.316853466,20.91232877,7633,1004,,14883.84,7.53E-02,1745,2443,3799,32.5081,-85.0087
10107,St Vincents St Clair,Hospital,Short Term Acute Care Hospital,7063 Veterans Parkway,,Pell City,AL,35125,205.338.3301,AL - Saint Clair,www.stvhs.com/stclair/,Voluntary Nonprofit - Church,Active,40,72235.91347,-9.50E-03,29871.0027,-1.00E-02,30-Jun,175222397,46907598,128314799,150848252,24374145,5684280,2292574,0.8608,9881747,937,0.40546132,-344210,188,36,4.214749536,0.62239726,24.89589041,9087,2602,,22262.52,0.177916234,735,34,834,33.6051,-86.2776
10108,Shelby Baptist Medical Center,Hospital,Short Term Acute Care Hospital,1000 First Street North,,Alabaster,AL,35007,205.620.8100,AL - Shelby,www.bhsala.com/shelby/home.aspx,Voluntary Nonprofit - Church,Active,203,232564.3446,-1.90E-03,53164.69874,-2.20E-03,31-Dec,844804622,496615618,348189004,698638282,146166340,35916491,12207575,0.8269,46158515,1281960,0.384672648,4686783,845,169,4.694842657,0.663173491,134.6242188,53709,9842,1160,49584.24,0.398177551,7067,3002,10069,33.2561,-86.8103
10109,Hill Hospital Of Sumter County,Hospital,Short Term Acute Care Hospital,751 Derby Drive,,York,AL,36925,205.392.5263,AL - Sumter,,Governmental - City-County,Active,33,0,0,0,0,31-Dec,8961391,3543199,5418192,6968314,1993077,996840,1290412,0.7775,2448597,,1.571111402,-1838295,65,5,2.330696203,0.122291407,4.035616438,1473,,,5150.95351,0.153846154,,0,0,32.4917,-88.2959
